Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,790,"1,061","1,222","1,399","1,707","1,998","2,003","2,396","3,580","4,045","3,163","4,320","4,672"
Expenses+,630,878,941,"1,075","1,343","1,621","1,653","1,945","2,884","3,386","2,860","3,705","3,906"
Operating Profit,160,183,281,324,364,376,350,450,696,659,303,615,766
OPM %,20%,17%,23%,23%,21%,19%,17%,19%,19%,16%,10%,14%,16%
Other Income+,32,25,23,14,9,-22,-12,46,29,40,60,60,88
Interest,8,9,8,9,15,20,16,16,15,20,24,21,2
Depreciation,29,23,35,56,70,99,137,170,245,248,267,275,295
Profit before tax,155,175,261,272,287,235,185,309,464,431,72,378,557
Tax %,29%,30%,33%,30%,34%,25%,11%,26%,25%,21%,56%,20%,
Net Profit+,111,123,175,190,191,176,165,229,349,342,32,304,452
EPS in Rs,12.31,13.63,19.41,21.11,21.14,19.55,18.25,25.40,38.71,37.90,3.53,33.74,50.08
Dividend Payout %,16%,18%,21%,19%,19%,20%,22%,20%,16%,16%,85%,27%,
