Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,868,848,750,765,703,809,788,778,"1,084",371,351,300,384
Expenses+,750,760,682,685,649,757,729,668,971,334,329,267,337
Operating Profit,118,88,68,79,54,52,59,111,114,37,22,33,47
OPM %,14%,10%,9%,10%,8%,6%,8%,14%,10%,10%,6%,11%,12%
Other Income+,-6,1,3,6,4,3,9,5,11,-25,-83,-8,-10
Interest,38,45,35,29,30,33,33,27,24,9,12,8,8
Depreciation,24,32,29,26,26,26,26,25,26,15,15,14,14
Profit before tax,50,13,7,30,2,-3,9,63,74,-13,-88,4,15
Tax %,28%,40%,39%,47%,-21%,0%,38%,35%,35%,14%,-4%,-5%,
Net Profit+,36,8,4,16,3,-3,6,41,48,-14,-84,4,15
EPS in Rs,5.13,1.10,0.62,2.29,0.38,-0.49,0.81,5.22,5.65,-1.67,-9.86,0.49,1.73
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,
