Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,470","1,640","1,524","1,456","2,018","2,186","1,758","1,892","2,698","3,488","3,415","3,536","3,654"
Expenses+,"1,323","1,471","1,346","1,311","1,782","1,949","1,588","1,638","2,300","3,043","3,040","3,146","3,235"
Operating Profit,147,169,178,145,237,237,170,254,398,446,375,389,419
OPM %,10%,10%,12%,10%,12%,11%,10%,13%,15%,13%,11%,11%,11%
Other Income+,5,5,9,8,17,11,11,11,5,"1,201",8,17,33
Interest,73,71,65,35,35,39,41,29,42,81,97,90,89
Depreciation,61,51,36,33,34,38,46,70,76,81,103,104,105
Profit before tax,18,52,86,85,184,172,94,166,285,"1,485",183,212,258
Tax %,-18%,53%,35%,23%,30%,36%,2%,15%,24%,25%,22%,23%,
Net Profit+,22,24,56,65,129,110,92,141,217,"1,115",144,162,197
EPS in Rs,1.34,1.35,3.12,3.62,7.14,6.12,5.11,7.80,12.04,61.89,7.96,8.99,10.91
Dividend Payout %,0%,0%,0%,0%,7%,8%,0%,0%,0%,0%,0%,8%,
