Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,187,197,211,202,199,193,183,123,199,260,237,243,267
Expenses+,134,139,145,145,145,153,138,85,144,208,182,197,223
Operating Profit,53,58,66,57,54,40,45,38,55,52,55,45,44
OPM %,28%,29%,31%,28%,27%,21%,25%,31%,28%,20%,23%,19%,16%
Other Income+,39,42,17,17,9,8,10,10,1,5,13,24,30
Interest,19,15,13,12,11,9,5,8,10,4,5,5,4
Depreciation,23,19,20,15,15,14,12,8,9,9,8,11,11
Profit before tax,51,66,50,46,37,25,38,32,37,44,56,54,59
Tax %,11%,18%,19%,19%,5%,30%,27%,20%,16%,19%,20%,21%,
Net Profit+,45,54,41,37,35,18,28,26,31,35,45,42,46
EPS in Rs,13.44,16.15,12.21,11.20,10.53,5.33,8.29,7.74,9.30,10.54,13.32,12.65,13.64
Dividend Payout %,4%,4%,5%,8%,8%,16%,11%,5%,16%,12%,13%,14%,
