Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,261,234,185,232,284,226,176,37,138,75,206,87,73
Expenses+,251,224,172,212,253,196,203,90,160,59,122,99,102
Operating Profit,10,10,13,20,31,30,-26,-53,-22,16,85,-12,-29
OPM %,4%,4%,7%,9%,11%,13%,-15%,-141%,-16%,22%,41%,-14%,-40%
Other Income+,5,3,11,4,8,7,25,13,5,-85,229,11,20
Interest,19,26,33,34,36,33,32,30,29,38,24,25,20
Depreciation,1,1,2,6,6,5,4,4,3,3,3,3,2
Profit before tax,-6,-13,-11,-15,-3,-2,-38,-73,-49,-109,287,-28,-31
Tax %,36%,-16%,-7%,-22%,45%,-170%,-10%,-24%,-14%,7%,19%,0%,
Net Profit+,-8,-11,-10,-12,-5,1,-34,-56,-42,-117,234,-28,-32
EPS in Rs,-0.66,-0.94,-0.82,-0.99,-0.40,0.10,-2.86,-4.63,-3.49,-9.78,19.46,-2.01,-2.24
Dividend Payout %,-8%,0%,0%,-5%,-13%,49%,0%,0%,0%,0%,0%,0%,
