Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,200,213,246,396,349,354,298,348,493,419,396,474,449
Expenses+,198,212,245,386,342,347,294,344,481,411,391,471,446
Operating Profit,1,1,1,10,8,8,3,5,11,8,4,3,3
OPM %,1%,1%,0%,2%,2%,2%,1%,1%,2%,2%,1%,1%,1%
Other Income+,2,3,3,3,3,4,7,7,3,3,7,10,10
Interest,1,1,2,4,2,2,2,2,2,3,4,5,3
Depreciation,1,1,1,1,1,1,1,1,2,2,2,2,3
Profit before tax,1,1,2,8,8,9,7,8,10,6,5,6,6
Tax %,22%,23%,29%,31%,25%,27%,20%,21%,35%,37%,12%,34%,
Net Profit+,1,1,1,5,6,7,6,7,7,4,5,4,4
EPS in Rs,0.62,0.65,0.77,3.02,2.64,2.80,2.48,2.78,2.58,1.49,1.67,1.42,1.47
Dividend Payout %,0%,0%,0%,0%,0%,4%,0%,0%,0%,0%,0%,0%,
