Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,402,368,389,420,464,574,540,366,584,866,699,617,635
Expenses+,366,345,366,363,407,494,499,361,574,759,602,547,569
Operating Profit,36,22,24,57,57,80,42,5,11,107,98,70,66
OPM %,9%,6%,6%,14%,12%,14%,8%,1%,2%,12%,14%,11%,10%
Other Income+,1,6,0,-4,4,6,6,20,20,6,35,17,25
Interest,6,7,6,6,6,6,5,5,6,5,4,4,4
Depreciation,9,7,7,8,9,9,11,11,13,13,14,15,16
Profit before tax,22,14,11,39,46,70,33,9,12,94,115,68,72
Tax %,42%,29%,21%,35%,32%,33%,2%,7%,17%,22%,24%,25%,
Net Profit+,13,10,9,25,31,47,32,9,10,73,87,51,54
EPS in Rs,9.14,7.09,6.27,18.16,22.55,33.96,23.12,6.35,7.20,53.14,63.24,36.60,38.98
Dividend Payout %,13%,17%,19%,8%,8%,15%,13%,47%,28%,9%,8%,14%,
