Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,145,167,196,252,296,337,426,385,372,476,540,554,590
Expenses+,134,152,174,209,248,291,381,332,338,411,464,503,524
Operating Profit,12,15,21,43,48,46,45,54,34,65,76,52,66
OPM %,8%,9%,11%,17%,16%,14%,11%,14%,9%,14%,14%,9%,11%
Other Income+,0,11,13,3,7,18,29,19,13,13,16,19,20
Interest,2,3,2,3,2,4,4,3,8,9,7,6,6
Depreciation,4,7,7,9,11,13,17,17,24,27,30,30,30
Profit before tax,6,16,25,34,41,47,53,53,14,41,56,34,50
Tax %,31%,35%,34%,36%,36%,36%,23%,25%,29%,26%,25%,26%,
Net Profit+,4,11,16,22,26,30,41,39,10,30,42,26,37
EPS in Rs,16.87,42.05,62.82,85.70,103.12,117.15,159.24,153.31,40.26,117.73,161.81,99.81,146.10
Dividend Payout %,6%,2%,3%,2%,2%,2%,1%,1%,2%,2%,1%,2%,
