Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"11,957","12,665","13,053","12,062","11,096","10,850","11,496","11,869","13,019","15,899","20,495","24,948","27,238"
Interest,"8,447","8,790","9,174","8,886","7,706","7,115","7,216","6,970","6,974","8,157","10,672","13,281","14,637"
Expenses+,"3,918","3,953","4,332","6,709","8,034","9,825","5,330","6,788","7,278","6,314","8,542","9,311","9,519"
Financing Profit,-409,-78,-453,"-3,533","-4,643","-6,090","-1,050","-1,889","-1,233","1,428","1,281","2,356","3,082"
Financing Margin %,-3%,-1%,-3%,-29%,-42%,-56%,-9%,-16%,-9%,9%,6%,9%,11%
Other Income+,907,"1,020","1,037","1,525","1,540","1,568","1,660","2,649","2,655","2,283","3,015","3,476","3,440"
Depreciation,100,115,149,118,129,241,211,188,268,262,223,291,0
Profit before tax,399,827,435,"-2,126","-3,232","-4,763",399,571,"1,153","3,448","4,072","5,542","6,521"
Tax %,0%,44%,73%,-36%,-66%,0%,0%,0%,0%,24%,0%,0%,
Net Profit+,399,465,118,"-1,356","-1,112","-4,763",399,571,"1,153","2,605","4,072","5,542","6,087"
EPS in Rs,4.75,4.37,1.01,-11.61,-4.28,-17.30,0.68,0.87,1.71,3.87,5.75,7.21,7.92
Dividend Payout %,21%,18%,0%,0%,0%,0%,0%,0%,29%,34%,24%,21%,
