Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"27,945","31,559","35,442","41,115","41,603","46,536","51,465","56,946","62,644","79,377","89,346","99,334","108,183"
Expenses+,"27,261","30,843","34,637","40,264","40,757","45,570","50,373","55,554","60,805","77,174","87,337","97,179","105,995"
Operating Profit,684,717,806,851,846,966,"1,092","1,392","1,839","2,203","2,009","2,154","2,189"
OPM %,2%,2%,2%,2%,2%,2%,2%,2%,3%,3%,2%,2%,2%
Other Income+,51,64,34,41,39,-8,44,89,88,142,264,854,837
Interest,212,182,202,183,197,271,289,205,163,355,517,456,374
Depreciation,38,43,47,55,57,63,155,148,141,155,181,218,226
Profit before tax,485,555,590,655,631,623,692,"1,128","1,622","1,833","1,575","2,335","2,425"
Tax %,26%,26%,25%,27%,23%,22%,23%,30%,19%,21%,21%,22%,
Net Profit+,358,410,444,477,484,484,534,788,"1,315","1,439","1,239","1,821","1,904"
EPS in Rs,4.21,4.84,5.30,5.80,6.02,6.53,6.62,9.74,16.38,17.82,15.59,20.53,22.11
Dividend Payout %,11%,20%,20%,37%,20%,18%,32%,60%,40%,40%,40%,33%,
