Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,269,306,355,497,607,"1,005","1,078",863,"1,428","2,205","2,698","3,146","3,480"
Expenses+,231,274,320,456,536,878,951,742,"1,242","1,988","2,339","2,821","3,148"
Operating Profit,37,32,35,41,71,126,127,121,186,216,359,324,332
OPM %,14%,11%,10%,8%,12%,13%,12%,14%,13%,10%,13%,10%,10%
Other Income+,2,-14,1,2,3,5,6,3,6,10,15,42,47
Interest,13,12,11,12,12,11,12,9,9,27,74,79,81
Depreciation,22,29,23,24,24,30,51,52,67,84,160,175,175
Profit before tax,3,-22,2,7,38,90,69,63,116,115,140,113,123
Tax %,36%,3%,44%,30%,29%,29%,24%,25%,25%,27%,27%,23%,
Net Profit+,2,-23,1,5,27,67,52,49,90,84,105,91,96
EPS in Rs,0.08,-0.89,0.04,0.19,1.04,2.44,1.91,1.74,3.16,2.85,3.32,2.73,2.75
Dividend Payout %,-0%,-0%,-0%,-0%,5%,4%,-0%,6%,3%,4%,3%,4%,
