Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,303,326,296,310,313,358,360,492,478,551,615,630,625
Expenses+,260,294,266,274,283,312,313,410,390,499,540,557,560
Operating Profit,43,31,30,36,31,46,47,82,87,52,74,73,66
OPM %,14%,10%,10%,12%,10%,13%,13%,17%,18%,9%,12%,12%,11%
Other Income+,2,-48,1,11,9,3,-0,18,11,3,15,4,7
Interest,14,13,13,14,9,9,9,6,5,6,9,9,10
Depreciation,13,10,8,8,9,9,10,10,11,13,13,16,16
Profit before tax,17,-39,11,25,23,32,28,83,82,36,68,52,47
Tax %,0%,0%,0%,20%,10%,24%,26%,26%,25%,24%,25%,26%,
Net Profit+,17,-39,11,20,20,24,21,62,61,27,51,39,35
EPS in Rs,4.40,-9.52,2.48,4.60,4.74,5.55,4.86,14.24,12.66,5.65,10.57,7.99,7.24
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,21%,24%,53%,28%,38%,
