Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,506,532,565,652,701,742,799,699,"1,159","1,447","1,375","1,498","1,472"
Expenses+,457,468,505,602,638,650,743,634,"1,001","1,299","1,247","1,386","1,375"
Operating Profit,49,64,60,50,63,92,56,65,158,147,128,112,97
OPM %,10%,12%,11%,8%,9%,12%,7%,9%,14%,10%,9%,7%,7%
Other Income+,3,2,3,2,5,3,10,8,3,3,10,8,11
Interest,17,18,15,13,18,16,19,23,24,28,33,30,30
Depreciation,12,13,12,12,15,13,14,22,35,36,35,36,36
Profit before tax,23,34,35,27,36,66,33,28,102,86,70,54,42
Tax %,32%,33%,36%,33%,37%,37%,-1%,26%,29%,27%,28%,26%,
Net Profit+,16,23,22,18,23,42,33,21,73,63,50,40,31
EPS in Rs,5.35,7.74,7.59,6.20,7.66,14.11,11.23,7.09,23.35,20.31,16.01,12.79,9.97
Dividend Payout %,16%,16%,16%,20%,21%,27%,9%,21%,21%,20%,25%,8%,
