Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,20.46,33.62,16.10,31.42,311.87,94.92,31.16,40.43,46.92,38.87,61.89,61.86,59.70
Expenses+,16.73,19.96,17.30,21.26,303.34,97.74,28.08,21.12,29.72,23.78,37.75,51.54,48.72
Operating Profit,3.73,13.66,-1.20,10.16,8.53,-2.82,3.08,19.31,17.20,15.09,24.14,10.32,10.98
OPM %,18.23%,40.63%,-7.45%,32.34%,2.74%,-2.97%,9.88%,47.76%,36.66%,38.82%,39.00%,16.68%,18.39%
Other Income+,0.31,5.08,1.40,3.11,2.08,0.37,-0.18,-0.02,3.71,0.15,-3.16,0.75,0.96
Interest,3.02,4.74,5.85,3.85,3.25,1.46,2.36,0.72,1.22,1.91,2.28,4.27,3.61
Depreciation,0.97,1.31,1.03,0.96,0.79,0.76,0.60,0.57,0.65,0.81,0.74,0.63,0.86
Profit before tax,0.05,12.69,-6.68,8.46,6.57,-4.67,-0.06,18.00,19.04,12.52,17.96,6.17,7.47
Tax %,540.00%,19.46%,-26.50%,93.97%,31.05%,-21.20%,-166.67%,30.83%,26.79%,26.04%,33.30%,66.45%,
Net Profit+,-0.22,10.22,-4.90,0.51,4.54,-3.68,0.05,12.45,13.95,9.26,11.97,2.07,3.86
EPS in Rs,-0.00,0.10,-0.05,0.00,0.04,-0.04,0.00,0.12,0.13,0.09,0.11,0.02,0.04
Dividend Payout %,0.00%,0.00%,0.00%,0.00%,0.00%,-57.07%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
