Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,273,272,255,236,262,274,238,226,292,297,336,375,365
Expenses+,254,252,234,220,253,255,219,199,267,285,314,350,343
Operating Profit,19,20,21,16,10,19,19,27,25,12,22,25,22
OPM %,7%,7%,8%,7%,4%,7%,8%,12%,8%,4%,7%,7%,6%
Other Income+,1,17,20,-16,2,1,4,2,2,12,4,6,10
Interest,17,12,9,11,9,8,6,4,3,4,9,10,9
Depreciation,11,19,15,8,9,9,9,8,8,8,13,16,16
Profit before tax,-8,6,17,-19,-6,4,8,16,15,12,4,6,7
Tax %,0%,0%,0%,0%,0%,0%,0%,-18%,28%,31%,17%,29%,
Net Profit+,-9,11,17,-19,-6,4,8,19,11,8,4,4,5
EPS in Rs,-4.98,6.21,9.31,-8.96,-2.46,1.59,3.29,7.24,4.15,3.20,1.26,1.46,1.73
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,3%,7%,0%,0%,0%,
