Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,24,30,41,54,78,139,214,195,235,424,661,730,697
Interest,9,11,16,24,34,59,88,79,89,172,266,240,226
Expenses+,9,9,12,20,34,44,72,103,99,126,166,419,452
Financing Profit,7,9,12,10,10,37,53,13,46,126,229,71,19
Financing Margin %,28%,32%,30%,19%,13%,26%,25%,6%,20%,30%,35%,10%,3%
Other Income+,-0,0,-0,0,0,0,1,0,-0,-0,0,-0,0
Depreciation,0,0,0,0,0,0,1,1,1,1,1,2,2
Profit before tax,7,9,12,10,10,36,54,12,46,125,228,69,17
Tax %,32%,33%,34%,36%,26%,27%,23%,10%,30%,25%,24%,25%,
Net Profit+,5,6,8,6,7,26,42,11,32,94,174,52,6
EPS in Rs,7.92,10.77,13.99,11.05,12.76,45.98,49.13,12.51,37.35,110.46,165.67,49.69,5.92
Dividend Payout %,15%,13%,12%,11%,9%,4%,-0%,-0%,-0%,-0%,-0%,-0%,
