Metric,Mar 2011,Mar 2012,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,20,28,34,51,48,49,31,20,26,3,3,3,3
Expenses+,5,15,7,10,9,6,142,44,2,33,42,276,5
Operating Profit,15,13,27,41,39,42,-112,-24,24,-30,-39,-273,-2
OPM %,75%,46%,79%,80%,80%,88%,-364%,-120%,91%,-985%,"-1,358%","-9,588%",-60%
Other Income+,2,25,-2,13,3,4,57,79,1,54,3,45,45
Interest,21,28,44,70,92,109,59,11,34,10,3,1,1
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,-5,9,-20,-16,-50,-62,-113,44,-10,13,-39,-230,43
Tax %,0%,36%,-8%,0%,0%,-140%,19%,-15%,51%,-30%,-4%,-21%,
Net Profit+,-6,-26,-8,-14,-50,25,-135,51,-15,17,-38,-181,27
EPS in Rs,-5.28,-23.92,-7.51,-12.77,-45.58,22.75,-123.12,46.11,-13.24,15.61,-34.62,-165.56,24.92
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
