Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,79,82,82,61,62,62,59,78,69,85,106,126,117
Expenses+,56,58,77,54,51,49,48,65,57,79,102,145,117
Operating Profit,23,24,5,8,10,14,11,13,12,6,5,-19,-0
OPM %,30%,30%,6%,12%,17%,22%,19%,16%,17%,7%,5%,-15%,-0%
Other Income+,1,1,0,1,2,1,0,0,0,1,0,0,0
Interest,5,6,5,5,5,5,4,6,4,3,3,4,3
Depreciation,4,6,7,7,7,6,7,7,7,2,2,2,1
Profit before tax,16,13,-5,-3,0,4,0,0,1,2,1,-25,-5
Tax %,19%,37%,13%,57%,"3,525%",-50%,94%,61%,19%,32%,33%,-15%,
Net Profit+,13,8,-6,-5,-1,5,0,0,1,1,1,-21,-4
EPS in Rs,2.49,1.57,-1.17,-0.92,-0.26,1.04,0.00,0.03,0.21,0.22,0.16,-4.05,-0.73
Dividend Payout %,20%,32%,-21%,0%,0%,10%,0%,0%,0%,0%,0%,0%,
