Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,465,416,384,350,271,288,344,326,358,484,535,599,624
Expenses+,450,407,354,335,305,349,377,322,381,499,589,656,667
Operating Profit,15,9,30,14,-34,-61,-34,4,-22,-15,-54,-57,-43
OPM %,3%,2%,8%,4%,-13%,-21%,-10%,1%,-6%,-3%,-10%,-9%,-7%
Other Income+,6,2,1,1,1,-14,8,5,-3,7,8,10,11
Interest,21,21,22,23,26,25,20,19,22,16,13,18,21
Depreciation,4,5,5,8,8,9,11,13,13,13,15,16,16
Profit before tax,-4,-15,4,-15,-67,-109,-56,-24,-61,-36,-74,-80,-70
Tax %,-22%,-29%,-23%,-36%,-32%,-25%,-32%,110%,-1%,0%,0%,0%,
Net Profit+,-3,-11,5,-10,-46,-82,-38,-50,-60,-36,-74,-80,-70
EPS in Rs,-0.50,-1.87,0.93,-1.72,-8.10,-15.25,-7.03,-9.18,-8.36,-5.01,-8.82,-9.58,-8.33
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
