Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,2,2,1,9,10,9,5,8,8,9,9,8,1
Expenses+,1,5,3,4,5,5,7,3,9,52,51,3,23
Operating Profit,0,-3,-1,5,5,4,-1,5,-1,-43,-41,5,-22
OPM %,15%,-152%,-97%,53%,51%,45%,-20%,62%,-8%,-500%,-438%,63%,"-2,538%"
Other Income+,1,6,3,3,1,7,15,27,3,2,3,335,58
Interest,3,3,2,2,1,1,0,0,0,0,0,0,-0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,-2,0,-0,6,5,10,14,32,2,-42,-39,340,36
Tax %,2%,58%,60%,1%,17%,-0%,0%,-5%,30%,0%,4%,1%,
Net Profit+,-2,0,-0,29,54,10,14,34,1,-42,-40,336,31
EPS in Rs,-1.26,0.05,-0.06,20.54,38.13,7.08,9.68,23.83,0.95,-29.60,-28.59,237.26,22.25
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
