Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,215.15,339.07,327.26,324.61,18.00,22.91,23.56,11.19,11.86,17.16,36.50,16.58,20.45
Expenses+,206.26,331.48,329.99,346.02,96.59,69.18,59.15,57.18,47.01,-29.76,-19.02,9.55,9.46
Operating Profit,8.89,7.59,-2.73,-21.41,-78.59,-46.27,-35.59,-45.99,-35.15,46.92,55.52,7.03,10.99
OPM %,4.13%,2.24%,-0.83%,-6.60%,-436.61%,-201.96%,-151.06%,-410.99%,-296.37%,273.43%,152.11%,42.40%,53.74%
Other Income+,0.46,0.68,0.68,0.32,-8.52,0.45,0.17,0.06,71.99,6.39,22.78,0.73,0.72
Interest,0.19,0.58,6.38,6.21,0.23,0.07,0.13,0.13,0.23,0.14,0.57,0.41,0.42
Depreciation,0.89,0.93,0.69,0.60,0.54,0.07,9.49,0.70,0.98,0.97,1.35,2.24,2.40
Profit before tax,8.27,6.76,-9.12,-27.90,-87.88,-45.96,-45.04,-46.76,35.63,52.20,76.38,5.11,8.89
Tax %,70.98%,35.36%,5.48%,-1.54%,-3.32%,0.61%,-0.87%,0.04%,0.48%,15.61%,6.74%,15.26%,
Net Profit+,1.61,2.69,-10.00,-27.06,-84.42,-46.24,-44.66,-46.79,35.46,44.04,71.23,4.35,7.63
EPS in Rs,0.77,0.68,-3.36,-11.46,-37.68,-20.51,-17.55,-18.65,14.39,19.93,28.77,1.78,3.08
Dividend Payout %,228.76%,146.43%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
