Metric,Mar 2012,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,31,33,35,38,51,65,60,80,87,83,88,104,126
Expenses+,34,30,33,35,44,57,53,72,79,74,75,92,115
Operating Profit,-3,3,2,4,7,8,7,8,8,9,12,12,12
OPM %,-8%,9%,7%,10%,14%,12%,11%,10%,9%,11%,14%,12%,9%
Other Income+,4,1,4,1,0,0,0,0,1,1,1,1,1
Interest,0,2,2,2,2,2,2,2,2,2,3,2,2
Depreciation,0,1,1,1,1,1,1,2,2,2,3,3,3
Profit before tax,1,1,3,1,4,5,4,4,4,5,7,9,8
Tax %,36%,33%,22%,34%,28%,29%,29%,20%,19%,18%,26%,27%,
Net Profit+,1,0,3,1,3,4,3,3,3,4,6,6,6
EPS in Rs,0.72,0.57,1.24,0.39,1.01,0.92,0.71,0.86,0.85,1.00,1.38,1.58,1.50
Dividend Payout %,0%,0%,0%,0%,0%,14%,0%,0%,0%,0%,0%,0%,
