Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,0.00,0.00,0.63,4.43,18.45,21.97,27.76,26.15,61.91,75.62,16.62,5.25,5.25
Expenses+,0.00,0.01,0.65,4.41,18.08,21.03,26.39,24.71,58.90,75.77,23.02,5.75,6.03
Operating Profit,0.00,-0.01,-0.02,0.02,0.37,0.94,1.37,1.44,3.01,-0.15,-6.40,-0.50,-0.78
OPM %,,,-3.17%,0.45%,2.01%,4.28%,4.94%,5.51%,4.86%,-0.20%,-38.51%,-9.52%,-14.86%
Other Income+,0.00,0.01,0.03,0.03,0.00,0.05,0.02,0.06,0.38,2.22,-2.21,1.13,1.56
Interest,0.00,0.00,0.00,0.00,0.00,0.01,1.06,1.09,1.08,0.63,0.07,0.11,0.12
Depreciation,0.00,0.00,0.00,0.01,0.10,0.11,0.14,0.15,0.30,0.28,0.15,0.10,0.09
Profit before tax,0.00,0.00,0.01,0.04,0.27,0.87,0.19,0.26,2.01,1.16,-8.83,0.42,0.57
Tax %,,,0.00%,50.00%,37.04%,31.03%,52.63%,30.77%,26.37%,2.59%,0.00%,-111.90%,
Net Profit+,0.00,0.00,0.01,0.02,0.17,0.60,0.09,0.18,1.49,1.13,-8.83,0.88,1.03
EPS in Rs,0.00,0.00,0.01,0.02,0.17,0.60,0.01,0.01,0.10,0.06,-0.48,0.05,0.05
Dividend Payout %,,,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
