Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,495.79,497.24,520.63,452.93,330.48,264.57,152.55,47.60,56.84,64.16,52.36,46.01,57.78
Expenses+,356.95,363.01,387.96,344.94,274.55,218.10,139.82,51.16,88.30,92.77,51.46,51.06,63.87
Operating Profit,138.84,134.23,132.67,107.99,55.93,46.47,12.73,-3.56,-31.46,-28.61,0.90,-5.05,-6.09
OPM %,28.00%,27.00%,25.48%,23.84%,16.92%,17.56%,8.34%,-7.48%,-55.35%,-44.59%,1.72%,-10.98%,-10.54%
Other Income+,1.16,3.23,12.45,4.04,1.93,2.00,1.00,5.77,24.45,71.80,16.27,27.29,25.44
Interest,65.59,65.45,64.66,53.33,50.52,50.71,52.12,28.80,17.59,17.66,8.31,5.08,1.66
Depreciation,46.02,40.00,43.29,45.41,47.99,44.61,48.76,18.69,16.86,12.82,12.65,12.36,12.36
Profit before tax,28.39,32.01,37.17,13.29,-40.65,-46.85,-87.15,-45.28,-41.46,12.71,-3.79,4.80,5.33
Tax %,39.38%,16.34%,27.36%,63.28%,18.70%,14.56%,5.74%,7.77%,5.43%,0.55%,28.23%,8.54%,
Net Profit+,17.21,26.77,27.00,4.88,-48.25,-53.67,-92.14,-48.80,-43.72,12.64,-4.86,4.38,4.94
EPS in Rs,1.05,1.64,1.65,0.30,-2.95,-3.28,-5.64,-2.99,-2.67,0.77,-0.30,0.27,0.31
Dividend Payout %,9.50%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,
