Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,74,85,79,65,72,58,61,54,67,66,55,42,42
Expenses+,76,79,75,69,79,73,63,53,65,65,60,56,54
Operating Profit,-2,6,4,-4,-8,-16,-2,1,2,1,-5,-14,-12
OPM %,-2%,7%,5%,-6%,-11%,-28%,-3%,1%,2%,2%,-9%,-32%,-29%
Other Income+,14,3,30,24,-7,3,5,3,226,10,19,121,50
Interest,2,1,1,2,2,3,3,2,2,2,2,3,2
Depreciation,8,10,8,6,5,4,4,4,5,7,5,5,5
Profit before tax,3,-3,26,12,-23,-20,-4,-2,221,2,7,100,30
Tax %,24%,-14%,18%,26%,-21%,4%,23%,35%,14%,10%,-7%,8%,
Net Profit+,3,-3,21,9,-18,-20,-5,-2,191,4,8,92,27
EPS in Rs,5.71,-6.28,39.68,19.05,-40.06,-45.13,-11.12,-3.87,321.37,6.16,13.42,154.63,46.00
Dividend Payout %,52%,-40%,37%,63%,0%,0%,0%,0%,8%,406%,0%,0%,
