Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"3,431","5,310","6,972","6,288","3,893","2,969","1,908",117,2,"2,454",4,4,3
Expenses+,"2,832","4,275","5,668","5,127","3,147","2,504","1,301",188,-230,34,12,52,37
Operating Profit,599,"1,035","1,303","1,161",745,464,607,-71,232,"2,420",-8,-48,-33
OPM %,17%,19%,19%,18%,19%,16%,32%,-61%,"10,762%",99%,-238%,"-1,325%",-969%
Other Income+,44,294,91,-92,112,"1,279",-246,69,-475,-47,0,0,5
Interest,179,219,218,279,279,167,219,253,0,0,0,0,0
Depreciation,200,285,325,349,299,169,264,283,0,0,0,0,0
Profit before tax,264,826,852,441,279,"1,408",-123,-538,-243,"2,372",-8,-48,-28
Tax %,14%,19%,29%,51%,14%,4%,93%,-20%,0%,6%,-7%,56%,
Net Profit+,231,667,609,215,240,"1,349",-236,-430,-244,"2,235",-8,-76,-57
EPS in Rs,16.93,53.25,36.33,8.02,23.07,118.73,-11.23,-21.08,-10.12,204.58,-0.69,-6.88,-5.20
Dividend Payout %,21%,7%,10%,44%,15%,0%,0%,0%,0%,0%,0%,0%,
