Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,359,260,152,7,11,25,11,2,0,0,18,123,110
Expenses+,305,229,136,25,25,76,35,14,7,14,21,80,75
Operating Profit,54,31,16,-18,-15,-51,-24,-12,-7,-14,-2,43,36
OPM %,15%,12%,11%,-241%,-138%,-200%,-221%,-517%,,"-5,226%",-14%,35%,32%
Other Income+,1,3,12,-47,1,3,2,3,0,142,4,3,3
Interest,16,16,17,18,20,15,19,22,25,12,6,6,3
Depreciation,20,22,23,22,22,21,21,20,19,30,72,70,74
Profit before tax,19,-4,-12,-105,-55,-85,-62,-51,-51,86,-76,-29,-38
Tax %,44%,-44%,-47%,-15%,-33%,-2%,0%,0%,0%,-22%,-8%,9%,
Net Profit+,10,-2,-7,-89,-37,-83,-62,-51,-51,105,-70,-32,-39
EPS in Rs,2.35,-0.47,-1.49,-20.19,-8.35,-18.74,-14.03,-11.49,-11.59,23.64,-15.91,-6.66,-7.67
Dividend Payout %,85%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
