Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,388,456,475,545,647,761,856,998,"1,228","1,148","1,208","1,331","1,483"
Expenses+,285,339,359,405,467,559,619,708,880,855,920,"1,023","1,151"
Operating Profit,104,117,116,140,181,203,237,290,348,293,288,308,332
OPM %,27%,26%,24%,26%,28%,27%,28%,29%,28%,26%,24%,23%,22%
Other Income+,10,7,29,39,6,8,-17,12,34,15,9,15,18
Interest,3,2,2,2,4,4,13,12,25,32,28,24,20
Depreciation,16,21,17,17,19,20,39,46,63,89,94,109,120
Profit before tax,95,101,128,160,164,187,169,244,293,188,175,191,211
Tax %,34%,33%,36%,33%,32%,34%,24%,25%,27%,24%,26%,24%,
Net Profit+,63,68,82,107,112,124,128,183,215,143,128,146,159
EPS in Rs,57.34,61.82,80.47,106.52,109.23,23.94,25.15,35.82,41.85,27.90,24.95,27.99,30.62
Dividend Payout %,2%,0%,100%,49%,0%,55%,32%,22%,19%,29%,16%,0%,
