Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"6,005","6,563","7,562","9,079","9,074","9,865","10,641","10,944","12,305","12,990","11,813","13,322","13,342"
Expenses+,"4,914","5,348","6,125","7,043","7,457","8,280","8,942","8,860","9,978","10,712","10,618","10,970","10,998"
Operating Profit,"1,091","1,214","1,437","2,037","1,617","1,586","1,699","2,084","2,327","2,278","1,195","2,351","2,344"
OPM %,18%,18%,19%,22%,18%,16%,16%,19%,19%,18%,10%,18%,18%
Other Income+,11,-180,20,-44,89,375,191,95,-101,-449,336,-259,-587
Interest,189,190,179,237,286,335,377,353,298,350,516,207,226
Depreciation,217,300,234,264,302,326,417,444,487,611,582,486,498
Profit before tax,697,544,"1,044","1,491","1,119","1,301","1,096","1,382","1,441",868,434,"1,399","1,032"
Tax %,22%,61%,29%,26%,28%,29%,29%,30%,31%,57%,430%,25%,
Net Profit+,546,209,743,"1,109",804,925,776,970,994,377,"-1,434","1,047",754
EPS in Rs,19.99,7.72,26.33,39.29,28.49,32.78,27.50,34.38,33.37,10.53,-53.22,37.11,26.70
Dividend Payout %,0%,26%,8%,5%,7%,6%,9%,7%,7%,24%,-5%,7%,
