Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,237,309,253,295,249,306,326,425,563,635,530,389,378
Expenses+,220,287,232,280,237,289,303,396,527,667,497,354,347
Operating Profit,17,22,20,15,12,17,22,29,35,-32,33,36,30
OPM %,7%,7%,8%,5%,5%,6%,7%,7%,6%,-5%,6%,9%,8%
Other Income+,2,2,2,4,4,2,0,1,1,-11,-4,2,3
Interest,10,13,13,12,10,10,11,9,9,13,8,6,5
Depreciation,5,5,6,7,5,6,6,6,8,11,11,14,13
Profit before tax,3,5,4,0,1,4,6,14,19,-67,10,17,15
Tax %,27%,31%,26%,562%,88%,18%,32%,23%,26%,7%,55%,-4%,
Net Profit+,2,3,3,-1,0,3,4,11,14,-72,5,18,17
EPS in Rs,0.78,1.43,1.39,-0.56,0.06,1.13,1.50,3.71,4.87,-24.58,1.59,6.57,6.37
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
