Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,77,87,70,67,101,128,115,144,176,225,191,175,179
Expenses+,62,69,57,56,83,108,97,100,128,163,149,129,137
Operating Profit,15,19,12,10,18,20,19,44,48,62,43,46,42
OPM %,19%,21%,18%,15%,17%,16%,16%,31%,27%,28%,22%,26%,23%
Other Income+,2,3,3,3,4,6,5,4,3,9,12,16,15
Interest,1,1,0,0,0,0,0,0,0,0,0,0,0
Depreciation,1,1,1,1,1,1,1,1,1,2,2,3,3
Profit before tax,16,20,14,12,20,24,22,47,50,69,52,59,54
Tax %,33%,32%,32%,31%,34%,28%,24%,26%,27%,26%,25%,28%,
Net Profit+,10,14,9,8,13,18,17,34,36,51,39,43,39
EPS in Rs,2.91,4.08,2.88,2.49,4.17,5.46,5.28,10.67,11.33,15.80,12.15,13.25,12.06
Dividend Payout %,5%,4%,5%,6%,4%,3%,4%,9%,1%,6%,8%,8%,
