Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,624,761,959,"1,714","1,268","1,559","1,766","1,521","1,468","2,780","3,853","3,868","3,644"
Expenses+,619,721,929,"1,605","1,365","1,550","1,645","1,440","1,303","2,529","3,404","3,459","3,268"
Operating Profit,5,40,30,108,-97,9,121,81,165,251,449,409,376
OPM %,1%,5%,3%,6%,-8%,1%,7%,5%,11%,9%,12%,11%,10%
Other Income+,20,-0,20,24,25,25,-60,25,-61,34,38,75,74
Interest,14,18,17,31,44,65,88,81,57,81,73,73,78
Depreciation,18,26,46,52,51,24,29,30,18,22,27,30,34
Profit before tax,-7,-4,-13,50,-167,-56,-57,-6,29,181,386,382,337
Tax %,58%,177%,52%,45%,-12%,-59%,-36%,237%,102%,31%,26%,28%,
Net Profit+,-10,-10,-20,27,-147,-23,-36,-19,-1,126,286,275,239
EPS in Rs,-0.89,-0.33,-1.69,2.33,-12.43,-2.47,-2.96,-1.26,-0.03,10.89,21.25,20.52,17.83
Dividend Payout %,-90%,-48%,-47%,34%,-2%,-12%,0%,0%,0%,5%,4%,5%,
