Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,80,92,93,105,161,170,201,281,593,"1,091","1,154","1,802","1,835"
Expenses+,69,75,75,85,148,185,195,261,509,949,988,"1,540","1,573"
Operating Profit,11,17,18,20,14,-15,5,20,85,141,166,262,262
OPM %,14%,18%,20%,19%,9%,-9%,3%,7%,14%,13%,14%,15%,14%
Other Income+,0,1,1,1,7,15,44,11,6,13,20,14,20
Interest,6,6,6,6,6,15,14,8,9,31,43,51,54
Depreciation,2,6,5,2,3,7,18,13,29,33,37,37,38
Profit before tax,3,6,8,13,12,-22,17,11,52,89,106,188,190
Tax %,31%,23%,29%,36%,25%,-28%,22%,26%,32%,25%,26%,26%,
Net Profit+,2,5,6,8,9,-16,14,8,35,67,79,139,141
EPS in Rs,0.59,1.37,1.61,2.33,1.77,-1.99,1.65,0.98,4.31,7.99,9.36,16.92,17.16
Dividend Payout %,-0%,-0%,-0%,-0%,-0%,-0%,-0%,-0%,9%,5%,4%,2%,
