Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,93,138,159,195,207,332,284,467,613,"1,216","1,003",621,564
Expenses+,89,134,154,186,191,306,261,434,573,"1,161",953,595,544
Operating Profit,4,4,6,9,16,26,23,33,41,55,50,26,20
OPM %,4%,3%,4%,5%,8%,8%,8%,7%,7%,5%,5%,4%,4%
Other Income+,1,1,1,2,1,2,2,3,3,5,5,9,10
Interest,2,2,2,3,1,2,1,1,2,2,3,1,1
Depreciation,1,1,1,1,1,2,2,2,2,3,4,4,4
Profit before tax,2,2,3,7,15,24,22,32,39,55,49,30,25
Tax %,26%,20%,24%,29%,34%,28%,25%,26%,25%,26%,26%,26%,
Net Profit+,1,2,2,5,10,17,17,24,29,41,36,22,19
EPS in Rs,4.31,5.76,7.55,17.31,6.34,11.24,10.77,15.54,18.74,26.46,23.43,14.32,12.01
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,5%,4%,0%,0%,
