Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,293,442,335,293,375,483,372,404,865,"1,013",597,625,622
Expenses+,282,424,326,283,361,469,366,389,821,966,572,600,604
Operating Profit,10,18,9,9,14,14,6,15,44,47,25,26,18
OPM %,4%,4%,3%,3%,4%,3%,2%,4%,5%,5%,4%,4%,3%
Other Income+,1,1,3,4,4,1,4,0,2,2,4,5,9
Interest,0,0,0,0,0,0,0,0,0,1,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,11,19,12,13,18,14,10,15,47,48,30,30,27
Tax %,34%,34%,35%,35%,36%,37%,25%,26%,25%,25%,26%,27%,
Net Profit+,7,12,8,9,12,9,7,11,35,36,22,22,20
EPS in Rs,4.08,6.73,4.36,4.76,6.36,4.83,4.07,6.19,19.01,19.44,11.91,12.18,10.69
Dividend Payout %,24%,22%,34%,38%,38%,50%,59%,60%,52%,51%,57%,57%,
