Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,421,396,384,321,299,399,367,138,287,422,479,466,470
Expenses+,353,348,358,297,285,355,322,143,274,378,428,434,441
Operating Profit,68,47,26,25,14,45,46,-5,13,44,52,32,29
OPM %,16%,12%,7%,8%,5%,11%,12%,-4%,5%,10%,11%,7%,6%
Other Income+,4,11,4,3,28,0,1,1,1,1,2,6,7
Interest,19,12,19,16,13,11,10,15,12,11,10,8,8
Depreciation,18,20,21,14,14,15,19,28,27,25,30,31,32
Profit before tax,34,26,-10,-3,15,19,18,-47,-24,9,14,-2,-4
Tax %,23%,26%,-3%,-78%,-10%,-24%,-7%,-7%,-4%,-1%,17%,36%,
Net Profit+,26,19,-10,-1,16,24,19,-43,-23,9,12,-2,-5
EPS in Rs,24.18,17.46,-8.76,-0.50,14.26,20.51,15.55,-35.88,-18.24,6.86,8.40,-1.44,-3.41
Dividend Payout %,41%,57%,-34%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
