Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,318,263,206,141,120,365,169,25,219,698,357,"1,133","1,786"
Expenses+,277,247,265,224,358,466,405,134,317,"1,413",329,"1,252","2,031"
Operating Profit,41,17,-59,-83,-238,-101,-235,-109,-98,-715,28,-119,-245
OPM %,13%,6%,-29%,-59%,-199%,-28%,-139%,-444%,-45%,-102%,8%,-11%,-14%
Other Income+,27,29,140,142,74,-34,97,282,527,709,"1,453",74,184
Interest,38,53,86,96,119,160,261,334,286,54,83,93,66
Depreciation,8,14,14,11,6,2,1,1,1,0,26,53,28
Profit before tax,22,-21,-19,-47,-289,-296,-401,-162,142,-61,"1,372",-191,-155
Tax %,27%,-112%,19%,57%,4%,-17%,10%,3%,85%,49%,4%,-38%,
Net Profit+,13,8,-23,-74,-301,-247,-440,-167,22,-90,"1,317",-118,-91
EPS in Rs,0.47,0.02,-0.76,-2.45,-10.30,-10.90,-17.20,-6.98,1.04,-2.57,24.53,-2.33,-1.85
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
