Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,531,563,530,470,574,622,608,674,"1,451","1,645","1,765","1,538","1,665"
Expenses+,471,473,466,440,523,617,498,559,"1,387","1,639","1,635","1,493","1,579"
Operating Profit,60,90,64,30,50,5,110,115,64,7,130,45,86
OPM %,11%,16%,12%,6%,9%,1%,18%,17%,4%,0%,7%,3%,5%
Other Income+,3,38,23,10,17,11,-8,12,16,13,15,25,26
Interest,16,13,5,4,3,5,5,4,9,9,8,14,11
Depreciation,26,35,13,15,18,18,20,20,33,39,47,42,43
Profit before tax,21,79,69,21,46,-7,77,102,37,-29,90,14,59
Tax %,0%,15%,36%,34%,-34%,-27%,27%,29%,38%,-24%,37%,50%,
Net Profit+,21,68,44,14,62,-5,57,72,23,-22,57,7,34
EPS in Rs,4.08,13.21,6.33,2.01,9.03,-0.71,8.13,10.35,3.29,-3.12,5.10,0.63,3.09
Dividend Payout %,0%,0%,14%,50%,11%,0%,22%,17%,0%,0%,39%,0%,
