Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"7,902","8,468","8,518","8,584","10,053","11,001","11,965","13,114","13,742","17,282","19,914","21,847","22,358"
Expenses+,"7,339","7,889","7,733","7,673","8,957","9,764","10,635","11,874","12,742","16,362","18,556","20,164","20,774"
Operating Profit,563,579,785,911,"1,095","1,237","1,330","1,240","1,001",920,"1,359","1,683","1,584"
OPM %,7%,7%,9%,11%,11%,11%,11%,9%,7%,5%,7%,8%,7%
Other Income+,-4,146,6,14,22,31,11,29,-31,59,50,68,33
Interest,333,376,368,332,318,398,403,360,413,656,797,839,660
Depreciation,71,88,132,130,110,117,147,153,158,161,185,184,183
Profit before tax,155,261,291,463,689,753,790,756,399,161,426,727,774
Tax %,57%,38%,49%,34%,33%,34%,28%,27%,17%,-9%,19%,22%,
Net Profit+,67,161,148,305,460,496,566,553,332,176,347,571,608
EPS in Rs,2.60,6.26,5.75,11.86,17.91,19.28,22.00,21.50,12.92,6.85,13.49,21.44,22.84
Dividend Payout %,23%,14%,17%,14%,13%,14%,15%,19%,31%,44%,30%,26%,
