Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025
Sales+,535,592,477,261,320,200,38,8,14,13,9,17
Expenses+,521,564,453,235,292,185,60,34,14,57,42,32
Operating Profit,14,27,24,25,28,15,-21,-26,0,-44,-32,-15
OPM %,3%,5%,5%,10%,9%,7%,-56%,-305%,1%,-332%,-342%,-90%
Other Income+,-0,-3,-2,0,0,0,-0,0,0,0,0,0
Interest,3,4,3,4,0,0,0,0,0,0,0,0
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,11,20,19,22,28,14,-22,-26,-0,-44,-33,-15
Tax %,14%,9%,3%,0%,-0%,0%,0%,0%,-27%,0%,0%,-0%
Net Profit+,9,18,19,22,28,14,-22,-26,-0,-44,-33,-15
EPS in Rs,3.19,6.06,6.34,7.29,9.52,4.89,-7.39,-8.79,-0.03,-14.96,-11.09,-5.15
Dividend Payout %,7%,4%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
