Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,42,60,53,69,92,76,70,103,154,162,278,328,340
Expenses+,33,43,42,50,65,59,58,60,79,97,100,110,118
Operating Profit,9,16,11,20,26,18,12,42,75,64,178,218,222
OPM %,21%,27%,21%,29%,29%,23%,17%,41%,49%,40%,64%,66%,65%
Other Income+,-2,0,0,2,3,3,0,-4,1,0,1,0,2
Interest,7,7,8,6,7,5,8,2,2,6,13,18,14
Depreciation,4,4,4,1,1,1,1,1,1,1,2,8,9
Profit before tax,-4,5,-0,15,22,15,4,35,72,58,164,193,201
Tax %,-38%,33%,-285%,14%,12%,13%,36%,30%,25%,26%,25%,23%,
Net Profit+,-2,4,0,12,19,13,2,24,54,43,123,149,154
EPS in Rs,-1.04,0.61,0.08,2.06,3.12,2.15,0.36,3.92,8.70,6.35,18.19,19.02,19.63
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,13%,6%,8%,3%,5%,
