Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,40,61,80,64,124,218,190,170,258,399,411,458,453
Expenses+,38,58,77,62,118,210,179,158,248,372,375,436,433
Operating Profit,2,3,3,2,6,8,11,12,10,27,37,22,20
OPM %,6%,4%,4%,4%,5%,4%,6%,7%,4%,7%,9%,5%,4%
Other Income+,0,0,1,3,3,7,7,6,14,18,29,41,40
Interest,2,2,2,4,5,8,7,6,8,7,5,8,8
Depreciation,0,0,1,1,1,2,3,3,4,4,5,7,8
Profit before tax,0,0,1,1,2,5,9,9,13,35,55,48,44
Tax %,32%,21%,33%,32%,53%,42%,27%,29%,30%,30%,30%,24%,
Net Profit+,0,0,1,1,1,3,6,6,9,24,39,36,33
EPS in Rs,0.03,0.05,0.13,0.13,0.10,0.27,0.62,0.60,0.86,2.34,3.69,3.47,3.20
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,68%,29%,12%,2%,9%,
