Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,327,356,357,392,427,480,529,484,613,702,777,913,920
Expenses+,297,326,310,337,367,411,463,425,534,616,672,796,802
Operating Profit,31,30,46,56,60,69,66,59,79,86,106,117,118
OPM %,9%,8%,13%,14%,14%,14%,12%,12%,13%,12%,14%,13%,13%
Other Income+,2,4,4,2,1,2,3,2,2,3,2,2,3
Interest,24,27,25,24,22,22,22,25,20,18,16,18,19
Depreciation,11,11,10,10,10,10,13,14,14,14,14,18,20
Profit before tax,-2,-3,14,23,28,38,35,22,48,57,77,83,82
Tax %,19%,-16%,24%,31%,32%,35%,30%,-6%,27%,27%,27%,24%,
Net Profit+,-2,-2,11,16,19,25,24,23,35,42,56,62,62
EPS in Rs,-0.68,-0.74,3.11,4.49,5.34,7.08,6.84,6.51,9.80,11.85,15.89,17.68,17.67
Dividend Payout %,0%,0%,0%,0%,14%,0%,9%,0%,0%,6%,8%,7%,
