Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,78,59,48,26,49,265,202,114,156,558,749,421,363
Expenses+,103,68,45,24,18,77,77,59,77,245,440,247,221
Operating Profit,-25,-9,3,1,31,188,125,55,78,312,309,174,143
OPM %,-32%,-16%,6%,5%,63%,71%,62%,48%,50%,56%,41%,41%,39%
Other Income+,6,"-1,156",20,48,16,15,48,27,-23,-3,52,76,101
Interest,14,15,5,0,1,2,6,6,9,38,32,22,20
Depreciation,103,39,12,10,8,44,29,23,26,74,80,78,78
Profit before tax,-136,"-1,219",6,40,38,157,137,52,20,197,248,150,146
Tax %,-9%,0%,11%,10%,0%,0%,-0%,-3%,-2%,2%,9%,2%,
Net Profit+,-124,"-1,220",5,36,38,157,138,53,20,194,226,147,149
EPS in Rs,-9.48,-93.46,0.38,2.76,2.88,12.01,10.40,4.04,1.51,14.67,17.12,11.13,11.29
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
