Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"46,804","46,032","38,793","44,210","57,496","66,973","61,664","69,114","103,477","104,448","105,378","102,479","106,432"
Expenses+,"42,646","41,217","41,628","44,094","52,788","57,167","51,400","56,337","82,114","96,410","94,229","91,789","95,622"
Operating Profit,"4,157","4,815","-2,834",115,"4,708","9,807","10,264","12,776","21,363","8,038","11,149","10,690","10,810"
OPM %,9%,10%,-7%,0%,8%,15%,17%,18%,21%,8%,11%,10%,10%
Other Income+,"2,071",892,425,378,654,283,280,"1,349",902,"1,856",665,"1,006",956
Interest,"1,047","1,555","2,300","2,528","2,823","3,155","3,487","2,817","1,698","2,037","2,474","2,793","2,423"
Depreciation,"1,836","1,907","2,404","2,682","3,066","3,385","3,756","4,103","4,275","4,964","5,278","5,651","5,839"
Profit before tax,"3,346","2,245","-7,114","-4,716",-527,"3,549","3,302","7,206","16,292","2,892","4,062","3,252","3,504"
Tax %,21%,14%,-41%,-42%,-47%,34%,36%,42%,25%,25%,24%,27%,
Net Profit+,"2,652","1,939","-4,176","-2,756",-281,"2,349","2,121","4,148","12,243","2,177","3,067","2,372","2,556"
EPS in Rs,6.42,4.93,-10.11,-6.67,-0.68,5.69,5.13,10.04,29.64,5.27,7.42,5.74,6.18
Dividend Payout %,31%,41%,0%,0%,0%,9%,0%,28%,30%,28%,27%,28%,
