Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,17.98,16.97,20.33,23.90,18.27,19.01,18.78,14.75,19.11,16.53,16.08,15.87,16.14
Expenses+,9.79,11.43,12.16,17.33,13.55,16.58,16.83,15.47,26.43,17.92,18.27,22.99,23.28
Operating Profit,8.19,5.54,8.17,6.57,4.72,2.43,1.95,-0.72,-7.32,-1.39,-2.19,-7.12,-7.14
OPM %,45.55%,32.65%,40.19%,27.49%,25.83%,12.78%,10.38%,-4.88%,-38.30%,-8.41%,-13.62%,-44.86%,-44.24%
Other Income+,14.10,5.66,11.60,11.15,9.70,10.77,11.05,16.51,-78.28,8.83,9.78,17.15,21.50
Interest,0.02,0.03,0.62,1.01,2.31,2.50,2.72,3.07,2.34,2.05,2.44,2.55,2.49
Depreciation,2.87,2.47,2.50,2.53,2.56,2.71,2.74,2.83,2.95,2.60,2.52,2.43,2.44
Profit before tax,19.40,8.70,16.65,14.18,9.55,7.99,7.54,9.89,-90.89,2.79,2.63,5.05,9.43
Tax %,11.86%,26.21%,2.34%,10.58%,21.78%,37.42%,37.00%,23.96%,0.23%,-10.75%,-50.57%,262.77%,
Net Profit+,16.33,9.74,23.04,21.03,9.98,26.85,-10.96,11.07,-86.24,3.08,5.40,-6.95,-3.91
EPS in Rs,1.28,0.76,1.80,1.65,0.78,2.10,-0.86,0.87,-6.77,0.24,0.42,-0.57,-0.33
Dividend Payout %,11.74%,19.70%,11.11%,12.15%,25.69%,9.51%,-23.23%,23.02%,-1.11%,61.65%,35.59%,-26.50%,
