Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,30,18,26,35,35,36,29,29,29,28,25,16,16
Expenses+,19,6,12,17,14,12,11,10,9,20,13,10,14
Operating Profit,11,12,13,18,21,24,18,19,20,8,12,6,2
OPM %,36%,69%,52%,52%,59%,67%,62%,65%,69%,29%,49%,38%,10%
Other Income+,2,1,1,1,2,1,8,2,4,10,8,32,37
Interest,4,4,5,6,7,5,5,4,4,2,1,0,1
Depreciation,8,8,8,11,14,13,13,12,11,10,9,9,8
Profit before tax,1,2,2,3,2,7,8,4,9,7,10,29,30
Tax %,-9%,18%,18%,18%,24%,15%,13%,15%,14%,23%,20%,19%,
Net Profit+,1,2,1,2,2,6,7,3,8,5,8,23,24
EPS in Rs,0.07,0.15,0.12,0.15,0.14,0.42,0.51,0.25,0.58,0.39,0.59,1.73,1.84
Dividend Payout %,178%,82%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
