Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"2,822","3,551","3,952","3,163","6,405","4,978","4,847","5,968","6,991","8,444","10,472","10,234","11,292"
Interest,"1,169","1,445","1,690","1,786","2,730","2,593","2,413","2,638","3,011","3,245","3,896","4,196","4,836"
Expenses+,"1,178","1,319","1,362",689,"2,221","1,435","1,682","2,239","2,355","2,936","3,842","4,559","4,962"
Financing Profit,475,787,900,689,"1,454",950,752,"1,090","1,625","2,263","2,734","1,479","1,494"
Financing Margin %,17%,22%,23%,22%,23%,19%,16%,18%,23%,27%,26%,14%,13%
Other Income+,13,-4,8,375,61,212,79,20,32,2,18,-584,20
Depreciation,68,59,66,16,67,32,106,106,122,153,181,189,191
Profit before tax,420,724,843,"1,048","1,448","1,130",725,"1,005","1,536","2,113","2,572",707,"1,324"
Tax %,31%,34%,34%,22%,30%,30%,31%,24%,23%,24%,23%,18%,
Net Profit+,291,476,555,822,"1,021",796,503,761,"1,188","1,608","1,974",578,"1,025"
EPS in Rs,8.45,12.98,14.53,19.42,22.42,22.40,11.94,18.06,28.16,35.49,41.60,8.92,20.20
Dividend Payout %,32%,21%,26%,21%,20%,20%,17%,15%,11%,10%,9%,0%,
