Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,277,182,164,173,95,148,65,13,20,40,97,176,159
Expenses+,266,166,162,161,98,157,78,94,30,44,93,165,148
Operating Profit,11,15,2,12,-3,-9,-13,-82,-10,-4,4,11,11
OPM %,4%,8%,1%,7%,-3%,-6%,-20%,-651%,-48%,-10%,4%,6%,7%
Other Income+,4,2,5,0,0,1,9,0,14,7,4,28,4
Interest,11,11,12,12,10,7,6,6,1,0,0,0,0
Depreciation,4,6,11,9,8,7,6,5,4,3,4,4,4
Profit before tax,1,1,-15,-9,-21,-22,-16,-92,0,-0,4,35,11
Tax %,37%,103%,-13%,-35%,-14%,-6%,-13%,-19%,"1,622%",-669%,3%,8%,
Net Profit+,1,-0,-13,-6,-18,-20,-14,-74,-6,2,4,33,12
EPS in Rs,0.02,0.00,-0.40,-0.18,-0.54,-0.61,-0.41,-2.24,-0.17,0.05,0.10,0.55,0.19
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
