Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,642,520,553,603,550,774,771,834,722,955,838,970,"1,002"
Expenses+,640,518,568,575,556,905,"1,031",843,710,927,786,921,952
Operating Profit,2,2,-15,29,-6,-131,-260,-9,12,28,52,50,50
OPM %,0%,0%,-3%,5%,-1%,-17%,-34%,-1%,2%,3%,6%,5%,5%
Other Income+,60,21,3,32,107,100,121,127,230,562,"1,041",154,182
Interest,11,34,39,66,119,113,160,202,264,248,282,262,256
Depreciation,8,8,8,15,20,21,25,29,23,27,27,29,30
Profit before tax,43,-19,-60,-20,-38,-165,-325,-113,-45,314,784,-88,-54
Tax %,77%,57%,-36%,1%,9%,-11%,22%,-13%,-22%,1%,9%,8%,
Net Profit+,-1,-26,-38,-20,-41,-148,-396,-98,-35,309,713,-94,-61
EPS in Rs,-0.41,-8.93,-14.96,-8.80,-10.56,-43.68,-124.81,-29.20,-12.19,104.30,239.72,-31.30,-20.08
Dividend Payout %,-245%,-11%,-7%,-11%,-9%,-2%,-1%,-7%,-8%,1%,0%,-3%,
