Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,21,37,49,45,58,8,9,22,20,8,31,27,49
Expenses+,20,33,42,46,45,8,21,5,7,16,11,15,19
Operating Profit,2,4,7,-1,13,-0,-12,17,12,-9,20,12,30
OPM %,8%,11%,14%,-1%,22%,-4%,-128%,77%,62%,-114%,65%,44%,60%
Other Income+,0,-0,0,5,0,0,1,1,0,1,1,0,0
Interest,0,0,0,0,1,1,1,1,1,0,1,1,1
Depreciation,0,0,1,1,1,1,1,1,1,1,1,1,1
Profit before tax,1,4,6,3,11,-2,-14,16,11,-9,20,10,28
Tax %,26%,18%,-0%,-3%,23%,-25%,-20%,37%,13%,-20%,22%,24%,
Net Profit+,1,3,6,3,9,-1,-11,10,10,-7,15,8,21
EPS in Rs,0.09,0.30,0.63,0.33,0.87,-0.13,-1.08,1.02,0.99,-0.65,1.60,0.71,1.78
Dividend Payout %,-0%,34%,16%,30%,11%,-76%,-0%,10%,10%,-9%,10%,-0%,
