Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,420,415,398,407,508,594,463,503,729,766,663,648,661
Expenses+,394,393,367,379,465,536,444,467,664,720,639,622,634
Operating Profit,26,22,31,28,43,59,19,36,66,46,24,25,28
OPM %,6%,5%,8%,7%,8%,10%,4%,7%,9%,6%,4%,4%,4%
Other Income+,3,2,2,1,2,4,5,1,7,9,3,19,21
Interest,14,16,16,15,17,22,22,23,18,17,17,17,16
Depreciation,14,14,16,17,18,22,27,24,20,20,23,24,24
Profit before tax,1,-6,1,-2,9,19,-25,-10,34,18,-13,4,9
Tax %,-0%,-35%,54%,-36%,32%,36%,-24%,-20%,24%,23%,-24%,19%,
Net Profit+,1,-4,0,-1,6,13,-19,-8,26,13,-10,3,7
EPS in Rs,0.41,-2.86,0.16,-0.99,4.12,8.19,-12.19,-5.00,16.78,8.78,-6.34,2.08,4.32
Dividend Payout %,130%,-0%,-0%,-0%,-0%,6%,-0%,-0%,-0%,-0%,-0%,-0%,
