Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,81,111,143,240,310,381,344,337,324,447,449,580,594
Expenses+,79,109,140,233,301,372,338,328,317,436,437,566,580
Operating Profit,2,2,3,7,8,9,6,9,7,10,12,14,14
OPM %,2%,2%,2%,3%,3%,2%,2%,3%,2%,2%,3%,2%,2%
Other Income+,0,0,0,0,0,1,5,3,1,1,2,3,3
Interest,1,2,2,3,3,3,4,4,1,2,5,5,5
Depreciation,0,0,0,0,0,0,0,0,0,0,0,0,0
Profit before tax,0,0,0,5,6,7,7,8,7,8,9,11,12
Tax %,32%,33%,32%,32%,33%,28%,25%,27%,26%,28%,26%,26%,
Net Profit+,0,0,0,3,4,5,5,6,5,6,6,8,9
EPS in Rs,0.32,0.12,0.04,0.75,0.45,0.55,0.62,0.65,0.59,0.71,0.72,1.01,1.03
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,10%,0%,0%,0%,
