Metric,Mar 2012,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,13,22,22,27,31,36,62,66,85,101,123,146,162
Expenses+,10,17,18,23,25,30,55,58,67,75,90,108,121
Operating Profit,3,5,4,5,7,6,7,8,18,26,33,38,41
OPM %,23%,22%,18%,17%,22%,15%,12%,12%,21%,26%,27%,26%,26%
Other Income+,0,0,1,0,0,0,0,0,0,1,1,1,2
Interest,1,2,2,2,2,1,2,2,5,8,10,12,13
Depreciation,1,2,2,2,2,2,2,3,10,16,19,24,26
Profit before tax,1,1,1,1,3,2,4,4,3,3,4,3,4
Tax %,31%,31%,22%,32%,27%,26%,25%,9%,14%,35%,24%,22%,
Net Profit+,0,1,1,1,2,2,3,3,2,2,3,2,3
EPS in Rs,5.38,7.33,8.44,8.78,2.68,1.46,2.32,2.83,1.89,1.79,2.72,1.91,2.88
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
