Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"2,505","2,808","3,321","3,711","3,849","4,470","4,986","2,602","4,273","4,505","4,616","4,404","4,368"
Expenses+,"2,183","2,495","3,010","3,293","3,440","4,052","4,320","2,520","4,002","4,257","4,255","4,141","4,099"
Operating Profit,322,313,311,418,409,419,667,81,271,248,360,263,269
OPM %,13%,11%,9%,11%,11%,9%,13%,3%,6%,6%,8%,6%,6%
Other Income+,34,25,26,23,21,47,58,353,"6,225",581,472,773,616
Interest,39,39,40,43,35,40,94,35,161,141,188,234,231
Depreciation,86,105,136,143,141,178,291,117,345,455,534,523,520
Profit before tax,231,193,160,255,254,247,339,282,"5,991",232,110,278,135
Tax %,27%,15%,37%,30%,22%,29%,39%,-19%,-1%,-44%,-19%,64%,
Net Profit+,170,165,100,179,199,176,206,336,"6,061",334,131,101,-50
EPS in Rs,41.15,39.86,24.31,43.27,48.23,42.49,48.43,80.39,"1,446.78",63.22,28.63,26.10,-5.74
Dividend Payout %,24%,25%,31%,12%,10%,12%,21%,25%,15%,24%,24%,0%,
