Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,738,747,684,679,709,790,726,665,993,954,841,868,900
Expenses+,656,725,654,650,687,732,677,571,803,923,768,755,789
Operating Profit,82,22,30,29,22,59,49,94,190,31,72,114,110
OPM %,11%,3%,4%,4%,3%,7%,7%,14%,19%,3%,9%,13%,12%
Other Income+,12,17,-8,25,47,6,11,6,6,7,2,-15,-9
Interest,33,35,39,44,42,42,40,34,30,39,34,31,30
Depreciation,39,37,38,34,33,31,33,33,33,33,20,19,22
Profit before tax,21,-32,-56,-24,-6,-8,-13,33,134,-35,20,49,50
Tax %,-48%,1%,0%,0%,0%,0%,28%,0%,21%,-25%,14%,33%,
Net Profit+,30,-33,-56,-24,-6,-8,-17,33,105,-26,17,33,35
EPS in Rs,25.37,-27.20,-46.27,-19.69,-4.81,-6.89,-13.77,27.46,87.85,-21.68,13.98,27.41,28.99
Dividend Payout %,8%,0%,0%,0%,0%,0%,0%,0%,7%,0%,11%,11%,
