Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,63,50,42,49,57,131,156,224,311,453,520,708,704
Expenses+,46,39,35,40,48,106,113,132,170,282,298,433,434
Operating Profit,17,11,7,9,9,26,43,92,141,172,222,275,270
OPM %,27%,22%,16%,18%,16%,19%,28%,41%,45%,38%,43%,39%,38%
Other Income+,1,1,2,0,0,1,4,3,4,9,46,46,45
Interest,5,5,5,5,5,11,13,14,11,8,9,12,12
Depreciation,2,3,3,3,3,6,5,6,7,8,16,14,16
Profit before tax,10,4,1,1,1,10,28,75,127,165,242,295,286
Tax %,33%,36%,1%,35%,-23%,26%,26%,25%,26%,25%,25%,25%,
Net Profit+,7,3,1,1,1,8,21,56,94,124,182,222,215
EPS in Rs,40.36,15.30,4.71,4.18,7.35,45.30,123.84,326.86,18.11,22.15,32.45,39.62,38.32
Dividend Payout %,5%,13%,42%,48%,0%,0%,0%,20%,19%,20%,20%,20%,
