Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,085","1,177","1,313","1,457","1,261","1,245",885,847,"1,042",915,599,289,220
Expenses+,973,"1,062","1,170","1,280","1,106","1,116",953,853,"1,026",954,716,395,259
Operating Profit,111,115,143,177,155,130,-68,-6,16,-39,-117,-106,-40
OPM %,10%,10%,11%,12%,12%,10%,-8%,-1%,2%,-4%,-20%,-37%,-18%
Other Income+,-1,12,19,8,31,20,15,69,14,13,5,535,20
Interest,58,69,93,110,112,109,74,73,67,70,85,31,60
Depreciation,27,46,66,70,76,70,75,73,69,68,59,28,22
Profit before tax,26,11,3,5,-1,-30,-201,-82,-106,-165,-256,370,-102
Tax %,29%,-64%,-87%,16%,208%,-19%,-16%,-27%,-18%,-23%,-28%,36%,
Net Profit+,18,19,5,4,-4,-24,-169,-60,-87,-126,-184,238,-58
EPS in Rs,7.35,7.56,1.94,1.81,-1.44,-9.42,-67.73,-23.81,-34.90,-44.52,-59.75,72.43,-17.48
Dividend Payout %,14%,13%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
