Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,"1,163","1,113",962,550,432,223,185,114,127,177,140,121,96
Expenses+,"1,162","1,197",946,585,575,314,339,151,131,119,104,91,70
Operating Profit,0,-84,16,-35,-143,-91,-154,-37,-4,58,36,29,26
OPM %,0%,-8%,2%,-6%,-33%,-41%,-83%,-33%,-3%,33%,25%,24%,27%
Other Income+,44,101,12,43,45,120,10,-15,14,50,17,18,7
Interest,59,58,57,48,49,61,37,38,31,25,14,14,14
Depreciation,12,14,10,6,5,3,3,3,2,2,2,3,3
Profit before tax,-27,-54,-39,-45,-152,-35,-185,-93,-23,82,37,31,17
Tax %,6%,16%,5%,-47%,-12%,0%,0%,0%,-0%,-8%,6%,17%,
Net Profit+,-28,-63,-41,-24,-134,-35,-185,-93,-23,89,35,26,11
EPS in Rs,-26.23,-59.05,-37.15,-21.90,-121.87,-31.41,-168.14,-84.61,-20.94,80.50,31.44,23.44,10.44
Dividend Payout %,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
