Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,44,125,272,528,849,842,382,351,379,458,340,168,131
Expenses+,30,87,183,344,556,671,409,313,462,530,400,188,146
Operating Profit,14,38,89,185,293,171,-27,37,-82,-71,-60,-20,-15
OPM %,31%,31%,33%,35%,35%,20%,-7%,11%,-22%,-16%,-17%,-12%,-12%
Other Income+,0,0,0,1,8,8,-609,-1,1,2,2,3,-136
Interest,0,0,0,2,11,13,15,16,12,12,20,20,14
Depreciation,4,9,20,14,25,70,22,18,11,18,17,8,6
Profit before tax,9,29,68,171,266,96,-672,2,-105,-99,-95,-45,-171
Tax %,19%,20%,22%,24%,23%,17%,0%,23%,-7%,-1%,1%,1%,
Net Profit+,7,23,53,129,205,80,-675,1,-98,-99,-96,-46,-172
EPS in Rs,2.27,6.88,13.65,34.23,56.24,22.52,-164.42,0.52,-20.59,-14.54,-28.68,-13.72,-44.20
Dividend Payout %,0%,0%,0%,3%,0%,0%,0%,0%,0%,0%,0%,0%,
