Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,897,962,907,951,959,433,186,47,70,69,71,69,68
Expenses+,816,906,842,907,946,451,216,51,66,68,68,66,65
Operating Profit,81,55,65,44,13,-19,-30,-4,4,1,3,3,3
OPM %,9%,6%,7%,5%,1%,-4%,-16%,-8%,5%,2%,5%,4%,5%
Other Income+,21,9,8,16,9,49,27,4,42,13,11,28,30
Interest,24,33,34,30,26,13,11,9,6,2,2,2,2
Depreciation,23,41,36,36,36,17,13,9,8,7,5,4,4
Profit before tax,56,-10,2,-7,-40,-0,-27,-17,32,5,8,25,28
Tax %,35%,-7%,-69%,2%,0%,0%,7%,2%,6%,52%,32%,11%,
Net Profit+,36,-9,3,-7,-40,-0,-29,-18,30,2,5,22,25
EPS in Rs,21.67,-2.49,1.78,-3.81,-21.52,-0.14,-15.67,-9.54,16.13,1.25,2.79,11.72,13.60
Dividend Payout %,7%,-120%,84%,0%,0%,0%,0%,0%,0%,0%,0%,0%,
