Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Revenue+,"9,981","11,572","13,533","16,425","20,269","29,624","26,052","20,039","19,019","22,702","27,606","30,919","30,450"
Interest,"7,265","8,083","8,965","10,627","12,529","19,811","19,258","12,611","12,528","14,800","19,527","21,998","21,297"
Expenses+,"2,055","2,548","3,429","4,790","6,595","11,834","39,246","14,937","8,058","10,371","11,350","11,360","12,288"
Financing Profit,662,940,"1,139","1,008","1,144","-2,021","-32,452","-7,509","-1,568","-2,468","-3,272","-2,439","-3,135"
Financing Margin %,7%,8%,8%,6%,6%,-7%,-125%,-37%,-8%,-11%,-12%,-8%,-10%
Other Income+,"1,722","2,048","2,729","4,218","5,293","4,675","11,956","3,107","3,405","3,883","5,355","6,157","6,947"
Depreciation,64,86,112,173,232,305,342,360,403,433,546,493,0
Profit before tax,"2,320","2,902","3,756","5,053","6,205","2,349","-20,838","-4,762","1,434",981,"1,538","3,224","3,812"
Tax %,31%,31%,33%,34%,32%,27%,-21%,-27%,26%,25%,16%,24%,
Net Profit+,"1,611","1,997","2,530","3,340","4,233","1,709","-16,433","-3,489","1,064",736,"1,285","2,447","2,837"
EPS in Rs,8.94,9.56,12.03,14.63,18.38,7.38,-13.09,-1.39,0.42,0.26,0.45,0.78,0.91
Dividend Payout %,18%,19%,17%,16%,15%,27%,0%,0%,0%,0%,0%,0%,
