Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,346,353,349,372,412,484,521,514,497,634,826,832,855
Expenses+,278,287,318,319,353,405,427,384,460,478,606,664,681
Operating Profit,68,66,31,54,59,79,94,129,37,157,220,168,173
OPM %,20%,19%,9%,14%,14%,16%,18%,25%,7%,25%,27%,20%,20%
Other Income+,24,33,26,32,29,27,37,39,35,34,51,66,69
Interest,1,1,1,1,1,1,1,1,1,1,1,1,1
Depreciation,8,12,12,11,7,10,14,14,15,19,15,15,14
Profit before tax,83,87,44,74,80,96,117,154,56,171,256,219,227
Tax %,23%,25%,26%,11%,22%,23%,24%,23%,26%,25%,25%,26%,
Net Profit+,64,65,32,66,63,75,89,118,41,128,192,163,168
EPS in Rs,19.87,19.98,10.03,20.43,21.54,25.67,30.64,40.62,15.28,47.73,71.56,60.88,62.75
Dividend Payout %,30%,25%,50%,24%,37%,35%,29%,22%,46%,21%,17%,20%,
