Metric,Mar 2014,Mar 2015,Mar 2016,Mar 2017,Mar 2018,Mar 2019,Mar 2020,Mar 2021,Mar 2022,Mar 2023,Mar 2024,Mar 2025,TTM
Sales+,425,488,404,692,778,930,883,817,780,923,"1,091","1,155","1,183"
Expenses+,341,387,354,636,754,848,786,729,710,847,"1,005","1,059","1,079"
Operating Profit,84,101,51,56,23,82,97,88,70,76,86,97,104
OPM %,20%,21%,13%,8%,3%,9%,11%,11%,9%,8%,8%,8%,9%
Other Income+,1,7,8,32,13,7,5,6,-52,7,2,-6,-3
Interest,8,5,7,18,22,35,37,30,26,27,35,33,32
Depreciation,16,17,17,23,28,28,41,45,43,44,45,44,42
Profit before tax,62,87,36,46,-14,27,23,19,-52,12,8,14,27
Tax %,28%,31%,28%,19%,7%,-1%,31%,38%,2%,45%,135%,114%,
Net Profit+,44,60,26,37,-15,27,16,12,-53,7,-3,-2,6
EPS in Rs,27.90,34.49,20.74,26.93,-14.74,21.91,15.47,13.32,-23.70,7.62,1.38,1.67,2.49
Dividend Payout %,6%,9%,14%,19%,-7%,23%,16%,30%,-11%,53%,434%,359%,
